Time_Index,GT_1,CCGT_1,Coal_pp_1,Biomass_1,GBPV_1,RoofPV_1,Onshore_WT_1,Fuel_Cell_1,GT_2,CCGT_2,Coal_pp_2,Biomass_2,GBPV_2,RoofPV_2,Onshore_WT_2,Fuel_Cell_2,GT_3,CCGT_3,Coal_pp_3,Biomass_3,GBPV_3,RoofPV_3,Onshore_WT_3,Fuel_Cell_3
160,0.92,0.95,0.88,0.82,0.02366,0.02366,0.028,1,0.92,0.95,0.88,0.82,0.0913,0.0913,0.074,1,0.92,0.95,0.88,0.82,0.04927,0.04927,0.007,1
161,0.92,0.95,0.88,0.82,0,0,0.048,1,0.92,0.95,0.88,0.82,0,0,0.145,1,0.92,0.95,0.88,0.82,0,0,0.017,1
162,0.92,0.95,0.88,0.82,0,0,0.073,1,0.92,0.95,0.88,0.82,0,0,0.202,1,0.92,0.95,0.88,0.82,0,0,0.028,1
163,0.92,0.95,0.88,0.82,0,0,0.085,1,0.92,0.95,0.88,0.82,0,0,0.253,1,0.92,0.95,0.88,0.82,0,0,0.039,1
164,0.92,0.95,0.88,0.82,0,0,0.098,1,0.92,0.95,0.88,0.82,0,0,0.295,1,0.92,0.95,0.88,0.82,0,0,0.05,1
165,0.92,0.95,0.88,0.82,0,0,0.105,1,0.92,0.95,0.88,0.82,0,0,0.321,1,0.92,0.95,0.88,0.82,0,0,0.061,1
166,0.92,0.95,0.88,0.82,0,0,0.124,1,0.92,0.95,0.88,0.82,0,0,0.355,1,0.92,0.95,0.88,0.82,0,0,0.081,1
167,0.92,0.95,0.88,0.82,0,0,0.152,1,0.92,0.95,0.88,0.82,0,0,0.376,1,0.92,0.95,0.88,0.82,0,0,0.103,1
168,0.92,0.95,0.88,0.82,0,0,0.185,1,0.92,0.95,0.88,0.82,0,0,0.386,1,0.92,0.95,0.88,0.82,0,0,0.118,1
169,0.92,0.95,0.88,0.82,0,0,0.228,1,0.92,0.95,0.88,0.82,0,0,0.39,1,0.92,0.95,0.88,0.82,0,0,0.121,1
170,0.92,0.95,0.88,0.82,0,0,0.284,1,0.92,0.95,0.88,0.82,0,0,0.44,1,0.92,0.95,0.88,0.82,0,0,0.134,1
171,0.92,0.95,0.88,0.82,0,0,0.354,1,0.92,0.95,0.88,0.82,0,0,0.504,1,0.92,0.95,0.88,0.82,0,0,0.155,1
172,0.92,0.95,0.88,0.82,0,0,0.445,1,0.92,0.95,0.88,0.82,0,0,0.559,1,0.92,0.95,0.88,0.82,0,0,0.186,1
173,0.92,0.95,0.88,0.82,0,0,0.517,1,0.92,0.95,0.88,0.82,0,0,0.615,1,0.92,0.95,0.88,0.82,0,0,0.216,1
174,0.92,0.95,0.88,0.82,0,0,0.603,1,0.92,0.95,0.88,0.82,0,0,0.673,1,0.92,0.95,0.88,0.82,0,0,0.243,1
175,0.92,0.95,0.88,0.82,0,0,0.624,1,0.92,0.95,0.88,0.82,0,0,0.716,1,0.92,0.95,0.88,0.82,0,0,0.269,1
176,0.92,0.95,0.88,0.82,0,0,0.666,1,0.92,0.95,0.88,0.82,0,0,0.753,1,0.92,0.95,0.88,0.82,0,0,0.295,1
177,0.92,0.95,0.88,0.82,0,0,0.682,1,0.92,0.95,0.88,0.82,0,0,0.768,1,0.92,0.95,0.88,0.82,0,0,0.303,1
178,0.92,0.95,0.88,0.82,0.05993,0.05993,0.66,1,0.92,0.95,0.88,0.82,0.05482,0.05482,0.772,1,0.92,0.95,0.88,0.82,0.06452,0.06452,0.292,1
179,0.92,0.95,0.88,0.82,0.05795,0.05795,0.617,1,0.92,0.95,0.88,0.82,0.08193,0.08193,0.769,1,0.92,0.95,0.88,0.82,0.0884,0.0884,0.296,1
180,0.92,0.95,0.88,0.82,0.08809,0.08809,0.649,1,0.92,0.95,0.88,0.82,0.11612,0.11612,0.768,1,0.92,0.95,0.88,0.82,0.11277,0.11277,0.328,1
181,0.92,0.95,0.88,0.82,0.09141,0.09141,0.665,1,0.92,0.95,0.88,0.82,0.11334,0.11334,0.772,1,0.92,0.95,0.88,0.82,0.11519,0.11519,0.37,1
182,0.92,0.95,0.88,0.82,0.10905,0.10905,0.688,1,0.92,0.95,0.88,0.82,0.08949,0.08949,0.793,1,0.92,0.95,0.88,0.82,0.10055,0.10055,0.407,1
183,0.92,0.95,0.88,0.82,0.07052,0.07052,0.754,1,0.92,0.95,0.88,0.82,0.04832,0.04832,0.823,1,0.92,0.95,0.88,0.82,0.04161,0.04161,0.451,1
184,0.92,0.95,0.88,0.82,0.01894,0.01894,0.8,1,0.92,0.95,0.88,0.82,0.01906,0.01906,0.846,1,0.92,0.95,0.88,0.82,0.02062,0.02062,0.48,1
185,0.92,0.95,0.88,0.82,0,0,0.811,1,0.92,0.95,0.88,0.82,0,0,0.843,1,0.92,0.95,0.88,0.82,0,0,0.475,1
186,0.92,0.95,0.88,0.82,0,0,0.807,1,0.92,0.95,0.88,0.82,0,0,0.823,1,0.92,0.95,0.88,0.82,0,0,0.444,1
187,0.92,0.95,0.88,0.82,0,0,0.794,1,0.92,0.95,0.88,0.82,0,0,0.787,1,0.92,0.95,0.88,0.82,0,0,0.409,1
188,0.92,0.95,0.88,0.82,0,0,0.787,1,0.92,0.95,0.88,0.82,0,0,0.758,1,0.92,0.95,0.88,0.82,0,0,0.38,1
189,0.92,0.95,0.88,0.82,0,0,0.747,1,0.92,0.95,0.88,0.82,0,0,0.749,1,0.92,0.95,0.88,0.82,0,0,0.365,1
190,0.92,0.95,0.88,0.82,0,0,0.738,1,0.92,0.95,0.88,0.82,0,0,0.764,1,0.92,0.95,0.88,0.82,0,0,0.381,1
191,0.92,0.95,0.88,0.82,0,0,0.76,1,0.92,0.95,0.88,0.82,0,0,0.781,1,0.92,0.95,0.88,0.82,0,0,0.407,1
192,0.92,0.95,0.88,0.82,0,0,0.766,1,0.92,0.95,0.88,0.82,0,0,0.786,1,0.92,0.95,0.88,0.82,0,0,0.41,1
193,0.92,0.95,0.88,0.82,0,0,0.762,1,0.92,0.95,0.88,0.82,0,0,0.781,1,0.92,0.95,0.88,0.82,0,0,0.401,1
194,0.92,0.95,0.88,0.82,0,0,0.754,1,0.92,0.95,0.88,0.82,0,0,0.765,1,0.92,0.95,0.88,0.82,0,0,0.392,1
195,0.92,0.95,0.88,0.82,0,0,0.724,1,0.92,0.95,0.88,0.82,0,0,0.736,1,0.92,0.95,0.88,0.82,0,0,0.373,1
196,0.92,0.95,0.88,0.82,0,0,0.635,1,0.92,0.95,0.88,0.82,0,0,0.677,1,0.92,0.95,0.88,0.82,0,0,0.329,1
197,0.92,0.95,0.88,0.82,0,0,0.546,1,0.92,0.95,0.88,0.82,0,0,0.621,1,0.92,0.95,0.88,0.82,0,0,0.29,1
198,0.92,0.95,0.88,0.82,0,0,0.473,1,0.92,0.95,0.88,0.82,0,0,0.56,1,0.92,0.95,0.88,0.82,0,0,0.265,1
199,0.92,0.95,0.88,0.82,0,0,0.36,1,0.92,0.95,0.88,0.82,0,0,0.466,1,0.92,0.95,0.88,0.82,0,0,0.226,1
200,0.92,0.95,0.88,0.82,0,0,0.281,1,0.92,0.95,0.88,0.82,0,0,0.364,1,0.92,0.95,0.88,0.82,0,0,0.182,1
201,0.92,0.95,0.88,0.82,0,0,0.212,1,0.92,0.95,0.88,0.82,0,0,0.259,1,0.92,0.95,0.88,0.82,0,0,0.127,1
202,0.92,0.95,0.88,0.82,0.05584,0.05584,0.14,1,0.92,0.95,0.88,0.82,0.05759,0.05759,0.18,1,0.92,0.95,0.88,0.82,0.0744,0.0744,0.056,1
203,0.92,0.95,0.88,0.82,0.11856,0.11856,0.069,1,0.92,0.95,0.88,0.82,0.11639,0.11639,0.13,1,0.92,0.95,0.88,0.82,0.12759,0.12759,0.027,1
204,0.92,0.95,0.88,0.82,0.04024,0.04024,0.038,1,0.92,0.95,0.88,0.82,0.06792,0.06792,0.098,1,0.92,0.95,0.88,0.82,0.07527,0.07527,0.02,1
205,0.92,0.95,0.88,0.82,0.0423,0.0423,0.032,1,0.92,0.95,0.88,0.82,0.09714,0.09714,0.101,1,0.92,0.95,0.88,0.82,0.0948,0.0948,0.02,1
206,0.92,0.95,0.88,0.82,0.04376,0.04376,0.049,1,0.92,0.95,0.88,0.82,0.07306,0.07306,0.113,1,0.92,0.95,0.88,0.82,0.083,0.083,0.03,1
207,0.92,0.95,0.88,0.82,0.09143,0.09143,0.065,1,0.92,0.95,0.88,0.82,0.09146,0.09146,0.119,1,0.92,0.95,0.88,0.82,0.09978,0.09978,0.04,1
208,0.92,0.95,0.88,0.82,0.05242,0.05242,0.041,1,0.92,0.95,0.88,0.82,0.05218,0.05218,0.072,1,0.92,0.95,0.88,0.82,0.07026,0.07026,0.037,1
209,0.92,0.95,0.88,0.82,0,0,0.015,1,0.92,0.95,0.88,0.82,0,0,0.063,1,0.92,0.95,0.88,0.82,0,0,0.025,1
210,0.92,0.95,0.88,0.82,0,0,0.017,1,0.92,0.95,0.88,0.82,0,0,0.1,1,0.92,0.95,0.88,0.82,0,0,0.034,1
211,0.92,0.95,0.88,0.82,0,0,0.027,1,0.92,0.95,0.88,0.82,0,0,0.128,1,0.92,0.95,0.88,0.82,0,0,0.045,1
212,0.92,0.95,0.88,0.82,0,0,0.032,1,0.92,0.95,0.88,0.82,0,0,0.128,1,0.92,0.95,0.88,0.82,0,0,0.047,1
213,0.92,0.95,0.88,0.82,0,0,0.045,1,0.92,0.95,0.88,0.82,0,0,0.137,1,0.92,0.95,0.88,0.82,0,0,0.032,1
214,0.92,0.95,0.88,0.82,0,0,0.091,1,0.92,0.95,0.88,0.82,0,0,0.172,1,0.92,0.95,0.88,0.82,0,0,0.027,1
215,0.92,0.95,0.88,0.82,0,0,0.148,1,0.92,0.95,0.88,0.82,0,0,0.247,1,0.92,0.95,0.88,0.82,0,0,0.041,1
216,0.92,0.95,0.88,0.82,0,0,0.186,1,0.92,0.95,0.88,0.82,0,0,0.29,1,0.92,0.95,0.88,0.82,0,0,0.057,1
217,0.92,0.95,0.88,0.82,0,0,0.262,1,0.92,0.95,0.88,0.82,0,0,0.344,1,0.92,0.95,0.88,0.82,0,0,0.082,1
218,0.92,0.95,0.88,0.82,0,0,0.378,1,0.92,0.95,0.88,0.82,0,0,0.416,1,0.92,0.95,0.88,0.82,0,0,0.133,1
219,0.92,0.95,0.88,0.82,0,0,0.421,1,0.92,0.95,0.88,0.82,0,0,0.477,1,0.92,0.95,0.88,0.82,0,0,0.171,1
220,0.92,0.95,0.88,0.82,0,0,0.418,1,0.92,0.95,0.88,0.82,0,0,0.55,1,0.92,0.95,0.88,0.82,0,0,0.188,1
221,0.92,0.95,0.88,0.82,0,0,0.416,1,0.92,0.95,0.88,0.82,0,0,0.616,1,0.92,0.95,0.88,0.82,0,0,0.189,1
222,0.92,0.95,0.88,0.82,0,0,0.446,1,0.92,0.95,0.88,0.82,0,0,0.681,1,0.92,0.95,0.88,0.82,0,0,0.203,1
223,0.92,0.95,0.88,0.82,0,0,0.53,1,0.92,0.95,0.88,0.82,0,0,0.753,1,0.92,0.95,0.88,0.82,0,0,0.234,1
224,0.92,0.95,0.88,0.82,0,0,0.663,1,0.92,0.95,0.88,0.82,0,0,0.857,1,0.92,0.95,0.88,0.82,0,0,0.306,1
225,0.92,0.95,0.88,0.82,0,0,0.794,1,0.92,0.95,0.88,0.82,0,0,0.945,1,0.92,0.95,0.88,0.82,0,0,0.425,1
226,0.92,0.95,0.88,0.82,0.01154,0.01154,0.869,1,0.92,0.95,0.88,0.82,0.01031,0.01031,0.98,1,0.92,0.95,0.88,0.82,0.01379,0.01379,0.509,1
227,0.92,0.95,0.88,0.82,0.0199,0.0199,0.941,1,0.92,0.95,0.88,0.82,0.01621,0.01621,0.996,1,0.92,0.95,0.88,0.82,0.0222,0.0222,0.613,1
228,0.92,0.95,0.88,0.82,0.02092,0.02092,0.992,1,0.92,0.95,0.88,0.82,0.01476,0.01476,1,1,0.92,0.95,0.88,0.82,0.02378,0.02378,0.768,1
229,0.92,0.95,0.88,0.82,0.01594,0.01594,0.999,1,0.92,0.95,0.88,0.82,0.01524,0.01524,1,1,0.92,0.95,0.88,0.82,0.01775,0.01775,0.901,1
230,0.92,0.95,0.88,0.82,0.01452,0.01452,1,1,0.92,0.95,0.88,0.82,0.01705,0.01705,1,1,0.92,0.95,0.88,0.82,0.01816,0.01816,0.989,1
231,0.92,0.95,0.88,0.82,0.00899,0.00899,1,1,0.92,0.95,0.88,0.82,0.00945,0.00945,1,1,0.92,0.95,0.88,0.82,0.00867,0.00867,0.985,1
232,0.92,0.95,0.88,0.82,0.01034,0.01034,1,1,0.92,0.95,0.88,0.82,0.00279,0.00279,1,1,0.92,0.95,0.88,0.82,0.00502,0.00502,1,1
233,0.92,0.95,0.88,0.82,0,0,1,1,0.92,0.95,0.88,0.82,0,0,1,1,0.92,0.95,0.88,0.82,0,0,1,1
234,0.92,0.95,0.88,0.82,0,0,1,1,0.92,0.95,0.88,0.82,0,0,0.999,1,0.92,0.95,0.88,0.82,0,0,0.991,1
235,0.92,0.95,0.88,0.82,0,0,0.976,1,0.92,0.95,0.88,0.82,0,0,0.996,1,0.92,0.95,0.88,0.82,0,0,0.942,1
236,0.92,0.95,0.88,0.82,0,0,0.929,1,0.92,0.95,0.88,0.82,0,0,0.995,1,0.92,0.95,0.88,0.82,0,0,0.838,1
237,0.92,0.95,0.88,0.82,0,0,0.95,1,0.92,0.95,0.88,0.82,0,0,0.994,1,0.92,0.95,0.88,0.82,0,0,0.734,1
238,0.92,0.95,0.88,0.82,0,0,0.963,1,0.92,0.95,0.88,0.82,0,0,0.995,1,0.92,0.95,0.88,0.82,0,0,0.721,1
239,0.92,0.95,0.88,0.82,0,0,0.972,1,0.92,0.95,0.88,0.82,0,0,0.994,1,0.92,0.95,0.88,0.82,0,0,0.731,1
240,0.92,0.95,0.88,0.82,0,0,0.97,1,0.92,0.95,0.88,0.82,0,0,0.993,1,0.92,0.95,0.88,0.82,0,0,0.725,1
241,0.92,0.95,0.88,0.82,0,0,0.965,1,0.92,0.95,0.88,0.82,0,0,0.99,1,0.92,0.95,0.88,0.82,0,0,0.713,1
242,0.92,0.95,0.88,0.82,0,0,0.959,1,0.92,0.95,0.88,0.82,0,0,0.987,1,0.92,0.95,0.88,0.82,0,0,0.693,1
243,0.92,0.95,0.88,0.82,0,0,0.954,1,0.92,0.95,0.88,0.82,0,0,0.985,1,0.92,0.95,0.88,0.82,0,0,0.658,1
244,0.92,0.95,0.88,0.82,0,0,0.958,1,0.92,0.95,0.88,0.82,0,0,0.983,1,0.92,0.95,0.88,0.82,0,0,0.611,1
245,0.92,0.95,0.88,0.82,0,0,0.954,1,0.92,0.95,0.88,0.82,0,0,0.974,1,0.92,0.95,0.88,0.82,0,0,0.559,1
246,0.92,0.95,0.88,0.82,0,0,0.936,1,0.92,0.95,0.88,0.82,0,0,0.961,1,0.92,0.95,0.88,0.82,0,0,0.513,1
247,0.92,0.95,0.88,0.82,0,0,0.899,1,0.92,0.95,0.88,0.82,0,0,0.948,1,0.92,0.95,0.88,0.82,0,0,0.495,1
248,0.92,0.95,0.88,0.82,0,0,0.839,1,0.92,0.95,0.88,0.82,0,0,0.941,1,0.92,0.95,0.88,0.82,0,0,0.501,1
249,0.92,0.95,0.88,0.82,0,0,0.837,1,0.92,0.95,0.88,0.82,0,0,0.951,1,0.92,0.95,0.88,0.82,0,0,0.519,1
250,0.92,0.95,0.88,0.82,0.15911,0.15911,0.848,1,0.92,0.95,0.88,0.82,0.13503,0.13503,0.961,1,0.92,0.95,0.88,0.82,0.18733,0.18733,0.532,1
251,0.92,0.95,0.88,0.82,0.21086,0.21086,0.873,1,0.92,0.95,0.88,0.82,0.20175,0.20175,0.975,1,0.92,0.95,0.88,0.82,0.35508,0.35508,0.56,1
252,0.92,0.95,0.88,0.82,0.17208,0.17208,0.914,1,0.92,0.95,0.88,0.82,0.1673,0.1673,0.987,1,0.92,0.95,0.88,0.82,0.18596,0.18596,0.617,1
253,0.92,0.95,0.88,0.82,0.17155,0.17155,0.942,1,0.92,0.95,0.88,0.82,0.1755,0.1755,0.992,1,0.92,0.95,0.88,0.82,0.18137,0.18137,0.678,1
254,0.92,0.95,0.88,0.82,0.14981,0.14981,0.957,1,0.92,0.95,0.88,0.82,0.15237,0.15237,0.995,1,0.92,0.95,0.88,0.82,0.15788,0.15788,0.715,1
255,0.92,0.95,0.88,0.82,0.16852,0.16852,0.965,1,0.92,0.95,0.88,0.82,0.15065,0.15065,0.997,1,0.92,0.95,0.88,0.82,0.1276,0.1276,0.722,1
256,0.92,0.95,0.88,0.82,0.06221,0.06221,0.983,1,0.92,0.95,0.88,0.82,0.03384,0.03384,0.998,1,0.92,0.95,0.88,0.82,0.09738,0.09738,0.76,1
257,0.92,0.95,0.88,0.82,0,0,0.983,1,0.92,0.95,0.88,0.82,0,0,0.998,1,0.92,0.95,0.88,0.82,0,0,0.749,1
258,0.92,0.95,0.88,0.82,0,0,0.98,1,0.92,0.95,0.88,0.82,0,0,0.997,1,0.92,0.95,0.88,0.82,0,0,0.758,1
259,0.92,0.95,0.88,0.82,0,0,0.977,1,0.92,0.95,0.88,0.82,0,0,0.997,1,0.92,0.95,0.88,0.82,0,0,0.767,1
260,0.92,0.95,0.88,0.82,0,0,0.975,1,0.92,0.95,0.88,0.82,0,0,0.997,1,0.92,0.95,0.88,0.82,0,0,0.765,1
261,0.92,0.95,0.88,0.82,0,0,0.966,1,0.92,0.95,0.88,0.82,0,0,0.995,1,0.92,0.95,0.88,0.82,0,0,0.739,1
262,0.92,0.95,0.88,0.82,0,0,0.958,1,0.92,0.95,0.88,0.82,0,0,0.992,1,0.92,0.95,0.88,0.82,0,0,0.695,1
263,0.92,0.95,0.88,0.82,0,0,0.951,1,0.92,0.95,0.88,0.82,0,0,0.99,1,0.92,0.95,0.88,0.82,0,0,0.649,1
264,0.92,0.95,0.88,0.82,0,0,0.949,1,0.92,0.95,0.88,0.82,0,0,0.989,1,0.92,0.95,0.88,0.82,0,0,0.625,1
265,0.92,0.95,0.88,0.82,0,0,0.953,1,0.92,0.95,0.88,0.82,0,0,0.99,1,0.92,0.95,0.88,0.82,0,0,0.619,1
266,0.92,0.95,0.88,0.82,0,0,0.958,1,0.92,0.95,0.88,0.82,0,0,0.991,1,0.92,0.95,0.88,0.82,0,0,0.627,1
267,0.92,0.95,0.88,0.82,0,0,0.966,1,0.92,0.95,0.88,0.82,0,0,0.992,1,0.92,0.95,0.88,0.82,0,0,0.643,1
268,0.92,0.95,0.88,0.82,0,0,0.975,1,0.92,0.95,0.88,0.82,0,0,0.994,1,0.92,0.95,0.88,0.82,0,0,0.683,1
269,0.92,0.95,0.88,0.82,0,0,0.979,1,0.92,0.95,0.88,0.82,0,0,0.995,1,0.92,0.95,0.88,0.82,0,0,0.703,1
270,0.92,0.95,0.88,0.82,0,0,0.988,1,0.92,0.95,0.88,0.82,0,0,0.997,1,0.92,0.95,0.88,0.82,0,0,0.71,1
271,0.92,0.95,0.88,0.82,0,0,0.996,1,0.92,0.95,0.88,0.82,0,0,0.999,1,0.92,0.95,0.88,0.82,0,0,0.742,1
272,0.92,0.95,0.88,0.82,0,0,0.999,1,0.92,0.95,0.88,0.82,0,0,0.999,1,0.92,0.95,0.88,0.82,0,0,0.789,1
273,0.92,0.95,0.88,0.82,0,0,0.999,1,0.92,0.95,0.88,0.82,0,0,1,1,0.92,0.95,0.88,0.82,0,0,0.835,1
274,0.92,0.95,0.88,0.82,0.0187,0.0187,1,1,0.92,0.95,0.88,0.82,0.0367,0.0367,1,1,0.92,0.95,0.88,0.82,0.05649,0.05649,0.859,1
275,0.92,0.95,0.88,0.82,0.05332,0.05332,1,1,0.92,0.95,0.88,0.82,0.18783,0.18783,1,1,0.92,0.95,0.88,0.82,0.03478,0.03478,0.884,1
276,0.92,0.95,0.88,0.82,0.06823,0.06823,1,1,0.92,0.95,0.88,0.82,0.06136,0.06136,1,1,0.92,0.95,0.88,0.82,0.07898,0.07898,0.918,1
277,0.92,0.95,0.88,0.82,0.02506,0.02506,1,1,0.92,0.95,0.88,0.82,0.02596,0.02596,1,1,0.92,0.95,0.88,0.82,0.04765,0.04765,0.946,1
278,0.92,0.95,0.88,0.82,0.04691,0.04691,1,1,0.92,0.95,0.88,0.82,0.04913,0.04913,1,1,0.92,0.95,0.88,0.82,0.0198,0.0198,0.942,1
279,0.92,0.95,0.88,0.82,0.02339,0.02339,1,1,0.92,0.95,0.88,0.82,0.02094,0.02094,1,1,0.92,0.95,0.88,0.82,0.02921,0.02921,0.916,1
280,0.92,0.95,0.88,0.82,0.03675,0.03675,1,1,0.92,0.95,0.88,0.82,0.0428,0.0428,1,1,0.92,0.95,0.88,0.82,0.0476,0.0476,0.918,1
281,0.92,0.95,0.88,0.82,0,0,1,1,0.92,0.95,0.88,0.82,0,0,1,1,0.92,0.95,0.88,0.82,0,0,0.934,1
282,0.92,0.95,0.88,0.82,0,0,1,1,0.92,0.95,0.88,0.82,0,0,1,1,0.92,0.95,0.88,0.82,0,0,0.907,1
283,0.92,0.95,0.88,0.82,0,0,1,1,0.92,0.95,0.88,0.82,0,0,1,1,0.92,0.95,0.88,0.82,0,0,0.875,1
284,0.92,0.95,0.88,0.82,0,0,1,1,0.92,0.95,0.88,0.82,0,0,1,1,0.92,0.95,0.88,0.82,0,0,0.89,1
285,0.92,0.95,0.88,0.82,0,0,1,1,0.92,0.95,0.88,0.82,0,0,1,1,0.92,0.95,0.88,0.82,0,0,0.911,1
286,0.92,0.95,0.88,0.82,0,0,1,1,0.92,0.95,0.88,0.82,0,0,1,1,0.92,0.95,0.88,0.82,0,0,0.905,1
287,0.92,0.95,0.88,0.82,0,0,1,1,0.92,0.95,0.88,0.82,0,0,1,1,0.92,0.95,0.88,0.82,0,0,0.874,1
288,0.92,0.95,0.88,0.82,0,0,1,1,0.92,0.95,0.88,0.82,0,0,0.999,1,0.92,0.95,0.88,0.82,0,0,0.838,1
289,0.92,0.95,0.88,0.82,0,0,0.998,1,0.92,0.95,0.88,0.82,0,0,0.997,1,0.92,0.95,0.88,0.82,0,0,0.807,1
290,0.92,0.95,0.88,0.82,0,0,0.991,1,0.92,0.95,0.88,0.82,0,0,0.996,1,0.92,0.95,0.88,0.82,0,0,0.801,1
291,0.92,0.95,0.88,0.82,0,0,0.978,1,0.92,0.95,0.88,0.82,0,0,0.994,1,0.92,0.95,0.88,0.82,0,0,0.803,1
292,0.92,0.95,0.88,0.82,0,0,0.953,1,0.92,0.95,0.88,0.82,0,0,0.988,1,0.92,0.95,0.88,0.82,0,0,0.768,1
293,0.92,0.95,0.88,0.82,0,0,0.901,1,0.92,0.95,0.88,0.82,0,0,0.973,1,0.92,0.95,0.88,0.82,0,0,0.728,1
294,0.92,0.95,0.88,0.82,0,0,0.781,1,0.92,0.95,0.88,0.82,0,0,0.925,1,0.92,0.95,0.88,0.82,0,0,0.64,1
295,0.92,0.95,0.88,0.82,0,0,0.593,1,0.92,0.95,0.88,0.82,0,0,0.916,1,0.92,0.95,0.88,0.82,0,0,0.568,1
296,0.92,0.95,0.88,0.82,0,0,0.588,1,0.92,0.95,0.88,0.82,0,0,0.946,1,0.92,0.95,0.88,0.82,0,0,0.623,1
297,0.92,0.95,0.88,0.82,0,0,0.566,1,0.92,0.95,0.88,0.82,0,0,0.948,1,0.92,0.95,0.88,0.82,0,0,0.689,1
298,0.92,0.95,0.88,0.82,0.07307,0.07307,0.537,1,0.92,0.95,0.88,0.82,0.06335,0.06335,0.941,1,0.92,0.95,0.88,0.82,0.08149,0.08149,0.72,1
299,0.92,0.95,0.88,0.82,0.12359,0.12359,0.526,1,0.92,0.95,0.88,0.82,0.12511,0.12511,0.945,1,0.92,0.95,0.88,0.82,0.13563,0.13563,0.714,1
300,0.92,0.95,0.88,0.82,0.03766,0.03766,0.526,1,0.92,0.95,0.88,0.82,0.08742,0.08742,0.949,1,0.92,0.95,0.88,0.82,0.05427,0.05427,0.7,1
301,0.92,0.95,0.88,0.82,0.02917,0.02917,0.533,1,0.92,0.95,0.88,0.82,0.06055,0.06055,0.947,1,0.92,0.95,0.88,0.82,0.04546,0.04546,0.671,1
302,0.92,0.95,0.88,0.82,0.04816,0.04816,0.479,1,0.92,0.95,0.88,0.82,0.04804,0.04804,0.933,1,0.92,0.95,0.88,0.82,0.04331,0.04331,0.656,1
303,0.92,0.95,0.88,0.82,0.01789,0.01789,0.629,1,0.92,0.95,0.88,0.82,0.01963,0.01963,0.948,1,0.92,0.95,0.88,0.82,0.01404,0.01404,0.628,1
304,0.92,0.95,0.88,0.82,0.02739,0.02739,0.814,1,0.92,0.95,0.88,0.82,0.00954,0.00954,0.969,1,0.92,0.95,0.88,0.82,0.03942,0.03942,0.677,1
305,0.92,0.95,0.88,0.82,0,0,0.922,1,0.92,0.95,0.88,0.82,0,0,0.982,1,0.92,0.95,0.88,0.82,0,0,0.726,1
306,0.92,0.95,0.88,0.82,0,0,0.957,1,0.92,0.95,0.88,0.82,0,0,0.994,1,0.92,0.95,0.88,0.82,0,0,0.834,1
307,0.92,0.95,0.88,0.82,0,0,0.991,1,0.92,0.95,0.88,0.82,0,0,0.999,1,0.92,0.95,0.88,0.82,0,0,0.938,1
308,0.92,0.95,0.88,0.82,0,0,1.001,1,0.92,0.95,0.88,0.82,0,0,1,1,0.92,0.95,0.88,0.82,0,0,1.002,1
309,0.92,0.95,0.88,0.82,0,0,1,1,0.92,0.95,0.88,0.82,0,0,1,1,0.92,0.95,0.88,0.82,0,0,1,1
310,0.92,0.95,0.88,0.82,0,0,1,1,0.92,0.95,0.88,0.82,0,0,1,1,0.92,0.95,0.88,0.82,0,0,1,1
311,0.92,0.95,0.88,0.82,0,0,1,1,0.92,0.95,0.88,0.82,0,0,1,1,0.92,0.95,0.88,0.82,0,0,1.003,1
312,0.92,0.95,0.88,0.82,0,0,1,1,0.92,0.95,0.88,0.82,0,0,1,1,0.92,0.95,0.88,0.82,0,0,1.002,1
313,0.92,0.95,0.88,0.82,0,0,1,1,0.92,0.95,0.88,0.82,0,0,1,1,0.92,0.95,0.88,0.82,0,0,1.002,1
314,0.92,0.95,0.88,0.82,0,0,1,1,0.92,0.95,0.88,0.82,0,0,1,1,0.92,0.95,0.88,0.82,0,0,1.003,1
315,0.92,0.95,0.88,0.82,0,0,1,1,0.92,0.95,0.88,0.82,0,0,1,1,0.92,0.95,0.88,0.82,0,0,1.002,1
316,0.92,0.95,0.88,0.82,0,0,1,1,0.92,0.95,0.88,0.82,0,0,1,1,0.92,0.95,0.88,0.82,0,0,1,1
317,0.92,0.95,0.88,0.82,0,0,1,1,0.92,0.95,0.88,0.82,0,0,1,1,0.92,0.95,0.88,0.82,0,0,1.001,1
318,0.92,0.95,0.88,0.82,0,0,1,1,0.92,0.95,0.88,0.82,0,0,1,1,0.92,0.95,0.88,0.82,0,0,1.003,1
319,0.92,0.95,0.88,0.82,0,0,1,1,0.92,0.95,0.88,0.82,0,0,1,1,0.92,0.95,0.88,0.82,0,0,1.003,1
320,0.92,0.95,0.88,0.82,0,0,1,1,0.92,0.95,0.88,0.82,0,0,1,1,0.92,0.95,0.88,0.82,0,0,0.997,1
321,0.92,0.95,0.88,0.82,0,0,1,1,0.92,0.95,0.88,0.82,0,0,1,1,0.92,0.95,0.88,0.82,0,0,0.994,1
322,0.92,0.95,0.88,0.82,0.02571,0.02571,1,1,0.92,0.95,0.88,0.82,0.02582,0.02582,1,1,0.92,0.95,0.88,0.82,0.04891,0.04891,0.991,1
323,0.92,0.95,0.88,0.82,0.11706,0.11706,1,1,0.92,0.95,0.88,0.82,0.1175,0.1175,1,1,0.92,0.95,0.88,0.82,0.12916,0.12916,0.998,1
